streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"122 2nd Avenue SW, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.92323791,-117.6334589,"Welcome to this wonderful semi-attached duplex situated in the 55+ Adult Community - just steps to downtown and adjacent to the Del Air Lodge.  As you enter the home, there is a nice sized entry with plenty of closet space for your coats, shoes, and other things.  The natural light brightens the living room area making it a comfortable place to relax.  The open kitchen/dining area features hardwood cabinets with an island, laminate flooring, French Doors leading off to the covered deck and fenced yard.  In the yard there is space for a garden and to pick from the variety of fruit trees such as raspberry, saskatoon and apple.  The two bedrooms are good sized with the primary bedroom having a walk-through closet, 3-piece bathroom with stand-up shower. There is a main floor laundry area with cabinets and a full bathroom as well.  In the attached, heated garage is plenty of space for parking and storage.  If you would like to simplify life and make a change, then don’t wait!  Leave it to someone else to worry about the snow shoveling and yard maintenance.  Call to book a showing of this lovely half duplex while it lasts.  Seller is motivated!  Make a reasonable offer!",300000,CAD,2,2,"1,052",0.11,,,,None,,,,,,,,,,,,,Private Yard,Private Yard,,Single Garage Attached,,,,,,,,,,Yes,,,,"Forced Air, Natural Gas",,,,,,,,,,,,,,,A2182245,,,,,,,,,,,,,N/A,Duplex,Asphalt Shingle,,,,,,,"1,052 SQFT",,,,NONE,,,,Duplex,,,,,,,,,,,,,,,,,Single Garage Attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carpet, Laminate, Linoleum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Garage Attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2182245,,,,,,,,,,,,,,,,
"7 Chinook, High Level, AB T0H 1Z0",High Level,AB,T0H 1Z0,58.5127828,-117.1542217,"Exquisite is the only word to describe this executive home. Walking up the drive you will note the exposed aggregate ""frame"" around the triple sized driveway, accentuating the stunning flower boxes that grace the front step.  Walking through the front door, you can not help but stop to admire the  14' vaulted ceilings,  the 2 sided fireplace that serves both the living room & kitchen and then the stunning hardwood & porcelain tiled floors throughout.  The kitchen is truly a ""show stopper"".  12' vaulted tray ceiling, new granite countertops have been installed in the kitchen and all bathrooms upstairs.  custom maple cabinets, an enormous  island with a raised breakfast bar, pot lights, stunning appliances, & built in shelving for your TV & book case, complete this amazing kitchen.  Sliding doors, just off the dining area, lead to the sun room which faces east and is sure to offer you the amazing sun streaming in while you enjoy your morning coffee.  The LR features an 8' x 9' picture window, 12' tray ceiling, magnificent walnut hardwood flooring. The primary features the same hardwood flooring, 12' tray ceiling, garden door leading to the deck.  And now for the ensuite. What can we say.  Separate water closet, oversized walk in closet with organizers, large walk in shower with 1/4"" glass surround, double jetted tub as well as a double, maple vanity.  It's really something to see. Two additional large bdms both feature 12' ceilings, large closets, hardwood flooring & closet organizers. The main bath features a one pce. tub with light, linen closet, 10' ceiling and tile flooring. The bonus in the home is your ""home office"".  The large window allows tons of natural light to filter into the room while the inside window allows you to see what's going on in the living room and the 12' tray ceiling just adds a little more charm to the room. .  All baseboards throughout the home are 6 1/2"". The fully finished basement offers a MASSIVE family room where you have room for your pool table, a separate entertaining space and still tons room.   2 additional large bedrooms, a full bath,  a great room for your home gym & storage room complete the basement.  Fibre optics has been installed, ""on demand"" H2o, in floor heat, central vac have all been installed. Opening the pocket door just off the kitchen, you are welcomed to the laundry room which leads to the triple attached, infloor heated garage complete with 2 sumps & shelving.  We haven't mentioned the incredible maintenance free deck off the back of the house.  It is large enough for you to entertain a huge group of people while your kids run around with their friends in the very large +/- 1/2 acre lot.  Trees have been planted, there is a great garden spot, an underground sprinkler system and tucked in the corner?  A fire pit.  This home truly has it all.  The pictures are beautiful but as we all know, they don't show a home in all it's glory.  Pre approved financing is required.  ",545900,CAD,5,3,"2,103",0.49,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Fire Pit"", ""Garden"", ""Rain Gutters""]","[""Fire Pit"", ""Garden"", ""Rain Gutters""]",,"[""Triple Garage Attached""]",,,"[""Double Sided"", ""Gas Log"", ""Living Room""]",,,,,,,Yes,,,,"[""Boiler"", ""In Floor"", ""Fireplace(s)"", ""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2179821,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"2,103 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Triple Garage Attached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ceramic Tile"", ""Hardwood"", ""Laminate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Triple Garage Attached""]","[""Double Sided"", ""Gas Log"", ""Living Room""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2179821,,,,,,,,,,,,,,,,
"221-200 LOBIRD ROAD, Whitehorse, YT Y1A5V4",Whitehorse,YT,Y1A5V4,60.692919,-135.070547,"Clean, Affordable, Turnkey and Calling your name! Welcome to 221 in Lobird, this spacious home is lovely and has been upgraded over the years, from windows to roof, it's Yukon ready! Boasting 4 Bedrooms, it's perfect for a young family who's tired of renting! Facing greenbelt and with a huge yard, it's your own domain to grow into! Upgrades include some flooring, pellet stove, furnace, hot water tank, oil tank. PWF skirting and skirting insulation. Call today for your personal tour! (id:38686)",169900,CAD,4,1,"1,385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16072,,,,,,,,,,,,,$440,Single Family,,,,,,,,"1,385 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16072,,,,,,,,,,,,,,,,
"9908 105 Street, High Level, AB T0H 1Z0",High Level,AB,T0H 1Z0,58.520818,-117.141736,"The huge additions welcomes you ,keeping the cold air out during the winter months and offers so much extra space .The  open kitchen has  white cupboards,sunshine ceiling and a island ,sure to be a place where everyone will want to hangout. The sunk-in living room with a   fireplace to add your very own insert to add a warm ambiance to the room.The main bath as  a 1 piece tub/shower and white cabinetry with a linen closet. There are 2 bedrooms and  the Primary  is a good size with 2 closets and its very own en-suite. The yard is fully  fenced perfect for entertaining and burning off energy for the little ones ...",97000,CAD,3,2,"1,176",0.11,,,,"[""None""]",,,,,,,,,,,,,"[""None""]","[""None""]",,"[""Parking Pad""]",,,"[""Wood Burning""]",,,,,,,,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2179111,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,176 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]","[""Wood Burning""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2179111,,,,,,,,,,,,,,,,
"Lot 1095-6 TAGISH ESTATES, Whitehorse South, YT Y0B1T0",Whitehorse South,YT,Y0B1T0,60.2925987,-134.2866974,"Escape to your private oasis in Tagish, Yukon with this 2014 built cottage property offering 2 beautiful dry cabins and an outdoor kitchen on 6 acres. Located on a well treed lot with mountain views and fronted with a year round maintained road, you're in close proximity to 6 mile resort, the tagish community centre, tagish bridge and the boat launch! Power and high speed internet are available. Ready for quick possession! (id:38686)",345000,CAD,N/A,0,,6.00,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,16026,,,,,,,,,,,,,$780,Single Family,[],,,,,,[],,,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16026,,,,,,,,,,,,,,,,
"24542 N 97 HIGHWAY, Fort St. John, BC V0C2B0",Fort St. John,BC,V0C2B0,57.0866555622093,-122.6020216,"Situated on 10.44 acres, 24542 Highway 97 North offers a versatile investment with A2 zoning for diverse uses, including a laydown yard, worker camp, or future commercial or residential development. Its strategic location along Highway 97 ensures easy access for industries or private use, with significant upgrades enhancing readiness for immediate use. Site upgrades include removal of organic material, placement and compaction of sandstone over 5 acres, grading, and adding gravel and a culvert. The resource-rich region, driven by energy, forestry, and agriculture, supports opportunities for storage, equipment staging, or accommodations, making this property ideal for investors or developers. (id:38686)",597000,CAD,N/A,0,,10.44,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,R2946083,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2946083,,,,,,,,,,,,,,,,
"5323 42 STREET, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8097891,-122.6803123,"Bright and spacious, what more could a person ask for. This 3 bedroom and 1 bath home has amples of space with the addition to allow for more space in the home either for storage or to turn into your dining room. A great rustic charm added to the home is the stone stairway that leads up to the patio that will last till the end of time. A workshop is on the property, great for any handyman but wait there's more, it's already insulated and receiving power so you can get right to working on those miscellaneous jobs you plan on creating. Start exploring this amazing home today. (id:38686)",70000,CAD,3,1,"1,084",0.26,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Open""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2945652,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"1,084 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2945652,,,,,,,,,,,,,,,,
"409 2nd Street NE, Manning, AB T0H 2M0",Manning,AB,T0H 2M0,56.92356508,-117.62472964,"Discover this beautifully renovated 5-bedroom, 2.5-bathroom bungalow home situated a double sized lot ideally located in a serene neighborhood near the Manning Hospital and park.  The main floor features 3 bedrooms including a primary bedroom with a private 2-piece ensuite. The lower level offers two additional bedrooms, a full bathroom, and a versatile rec room – ideal for relaxing or creating a home office, guest suite, or playroom.   Recent updates include new windows, luxury vinyl plank flooring throughout main level, modern white cabinets, updated countertops, a stylish backsplash, an island, ample storage, stainless steel appliances, central a/c, interior doors, baseboard trimming, the 2.5 bathrooms, washer, and dryer.  Additional renovations include new asphalt shingles, a high energy efficiency furnace and hot water tank.   The double sized lot is fenced on three sides, ensures privacy and features a newly constructed detached garage along with plenty of parking space.  ",170000,CAD,5,3,"1,090",0.32,,,,"[""Full"", ""Partially Finished""]",,,,,,,,,,,,,"[""Private Entrance"", ""Private Yard""]","[""Private Entrance"", ""Private Yard""]",,"[""Single Garage Detached""]",,,,,,,,,,Yes,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2179481,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,090 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2179481,,,,,,,,,,,,,,,,
"DL 4146 PINK MTN SUB ROAD, Fort St. John, BC V0C0A7",Fort St. John,BC,V0C0A7,57.0402535873579,-122.511612982432,"Discover 16.76 acres of pristine nature near Pink Mountain, BC! This unique property offers two titles and a recently renovated log home. Inside, the large, cozy living room features a woodstove, creating the perfect gathering space. The home includes two bedrooms, a full bathroom, and a bright kitchen with windows that fill the space with natural sunlight. Outdoors, enjoy a large, covered deck, detached shop, ample timber, and fenced pasture ideal for horses. Bordering Crown land, it's a paradise for hunting and recreation enthusiasts, with abundant wildlife and stunning views of Pink Mountain. Ideal as a year-round home or hunting cabin. (id:38686)",375000,CAD,2,1,"1,080",16.76,,,,"[""None""]",,,,,,,,,,,,,"[""Log""]","[""Log""]",,"[""Detached Garage"", ""Open""]",,,Yes,,,,,,,,,,,"[""Wood""]",,,,,,,,,,,,,,,R2943947,,,,,,,,,,,,,N/A,Single Family,"[""Metal"", ""Conventional""]",,,,,,[],"1,080 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Detached Garage"", ""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Detached Garage"", ""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2943947,,,,,,,,,,,,,,,,
"5307 42 STREET, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8090499,-122.6805527,"No grey days! This brilliant and cheery home boasts updates galore including paint, flooring, trim and updated kitchen, metal roof in 2020 on both home and shed. Furnace and hot water tank replaced in 2019. There is an entry boot room to greet you and updated ""cheater ensuite"" bath with jet corner tub. This awesome home is situated on an excellent 75' x 150' lot, with plenty of room for the kids and dogs as well as all of those outdoor toys, and even room for the new shop to be built! Isn't it your turn?! (id:38686)",109000,CAD,2,1,980,0.26,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Open""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2943747,,,,,,,,,,,,,N/A,Single Family,"[""Metal"", ""Conventional""]",,,,,,[],980 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2943747,,,,,,,,,,,,,,,,
"931010, 233 Range Road, Rural Northern Lights, County of, AB T0H 0E5","Rural Northern Lights, County of",AB,T0H 0E5,57.04727738,-117.62549039,"Lovely acreage situated on a quiet dead end road just a few minutes North of Manning. As soon as you enter this home you will notice the spacious kitchen which is well set up and complete with large pantry and ample counter tops. The kitchen opens up to a great shared dining and living space perfect for large gatherings with family and friends! Complete with large windows to let the sunlight flow in and newer wood stove to warm the space on those colder winter nights. There are 2 bedrooms and a full bathroom on the main level. In the basement you will find a second bathroom with another large bedroom which could easily be divided into 2 bedrooms. The main area in the basement is partially finished with enough space for a second family room. There is also a spacious shared laundry and furnace room with room for additional storage. The home is complete with high efficiency furnace. The yard outside is nicely set up with a U shaped driveway, screened in gazebo so you BBQ and can gather outside without the bugs, garden and green house.  There are also 2 large dugouts, sheds and a large tarp shed for additional storage. Check out the 360 media tour available in the media section! Floor plans now available in the photos section!",255000,CAD,3,2,"1,190",4.99,,,,"[""Full"", ""Partially Finished""]",,,,,,,,,,,,,"[""Garden""]","[""Garden""]",,"[""Drive Through"", ""Driveway"", ""Parking Pad""]",,,"[""Living Room"", ""Wood Burning Stove""]",,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2178454,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,"[""Pump"", ""Septic Tank""]","1,190 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Drive Through"", ""Driveway"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Vinyl Plank""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Drive Through"", ""Driveway"", ""Parking Pad""]","[""Living Room"", ""Wood Burning Stove""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2178454,,,,,,,,,,,,,,,,
"15165 TWP RD 1062, Rural Mackenzie County, AB T0H2H0",Rural Mackenzie County,AB,T0H2H0,58.194420707,-116.371108285,"Beautiful acreage right next to La Crete, come check out this 10 acre property that has it all! The kitchen is a chef's dream with gorgeous finishings, plenty of counter space, a walk in pantry, and ample space to host gatherings or other functions. The master bedroom boasts a huge walk in closet and ensuite,  a laundry room with enough space to put your sewing room or whatever else you would desire. Downstairs you will find three more bedrooms, 1 bathroom, a storage room, and a cold storage with stairs leading right into the garage, everything has been thought out in this property. Don't forget about the 1,100 sq ft garage with plenty of space for both vehicles and some toys, All on a private 10 acres literally right next to town! Come check it out today! (id:38686)",950000,CAD,4,2,"2,036",10.03,,,,"[""Finished"", ""Full""]",0,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Attached Garage""]",,,Yes,,,,,,,,,,,"[""Central heating"", ""Other""]",,,,,,,,,,,,,,,A2177746,,,,,,,,,,0,,,N/A,Single Family,[],,,,,,"[""Septic Field""]","2,036 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Attached Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Attached Garage""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2177746,,,,,,,,,,,,,,,,
